Conjunction data for RBSPb and FU3 from Shumko file FU3_RBSPB_conjunctions_dL10_dMLT10_hr_final.txt
Tstart = start of conjunction
Tend = end of conjunction
Tmin = time of closest conjunction (defined from minimum absolute separation)
Lrb = L value (rbspb) during min separation time
Lfb = L value (FU3) during min separation time
MLTrb = MLT value (rbspb) during min separation time
MLTfb = MLT value (FU3) during min separation time
distmin = minimum |separation| in RE b/t rbspb and FU3 at Tminsep
dLmin = |delta L| of rbspb) during min separation time
dMLTmin = |delta MLT| of rbspb) during min separation time
col = max collimated detector FB flux during conjunction
sur = max surface detector FB flux during conjunction
EMFb = number of sec of EMFISIS burst data within +/-60 min of middle conjunction time
B1b = number of sec of EFW burst 1 data within +/-60 min of middle conjunction time
B2b = number of sec of EFW burst 2 data within +/-60 min of middle conjunction time
The remaining columns are max EFW filter bank amplitudes (pT, mV/m) within +/-60 min of middle conjunction time
 
Tstart              Tend                Tmin				    Lrb       Lfb      MLTrb    MLTfb   distmin	 dLmin	dMLTmin    col	    sur    EMFb   B1b   B2b  7E4  7E5  7E6  7B4  7B5  7B6 13E7 13E8 13E9 13E10 13E11 13E12 13B7 13B8 13B9 13B10 13B11 13B12
2017-11-21/20:01:19 2017-11-21/20:03:28 2017-11-21/20:02:33     5.75     5.58    10.39    10.57   0.31316    0.169    0.178    59.16    30.20  1876     0    95    1   18    5   55  726   41    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/10:50:18 2017-11-22/10:51:26 2017-11-22/10:50:52     5.38     5.36     8.05     7.93   0.16927    0.024    0.119    16.04    29.00   265     0     0    0    4    3  590  758 1273    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/13:22:23 2017-11-22/13:23:51 2017-11-22/13:23:30     6.36     5.82     9.80    10.40   1.10009    0.538    0.603    64.18    30.05   302     0    95    4    9    0  102  173    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-22/23:00:33 2017-11-22/23:01:22 2017-11-22/23:00:57     5.60     5.74    10.20     9.52   1.02770   -0.148    0.686    40.17    31.06     3     0     3    0    1    1   11   13    9    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-24/00:21:28 2017-11-24/00:22:36 2017-11-24/00:21:55     5.74     5.67     8.92     9.13   0.32155    0.069    0.210    37.52    28.12   193     0     0    0    0    5    2    9   14    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-24/08:47:33 2017-11-24/08:48:36 2017-11-24/08:48:05     5.68     5.67     8.48     8.42   0.09371    0.005    0.063     2.94    28.63   314     0    55    0    5    2    4  197   26    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-25/02:13:31 2017-11-25/02:15:03 2017-11-25/02:14:18     5.05     4.93     7.95     7.41   0.71557    0.114    0.541     2.68    30.08   277     0     0    0    0    1   17    2    5    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-25/22:15:44 2017-11-25/22:17:09 2017-11-25/22:16:29     5.86     5.58     9.27     9.77   0.80472    0.281    0.504    21.09    30.13   289     0    23    0    1    0    6    3    9    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/04:06:37 2017-11-28/04:07:56 2017-11-28/04:07:10     5.79     5.80     8.87     8.49   0.57513   -0.007    0.379     4.56    30.48   445     0    83    2    4    1   23  213   19    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-28/15:04:08 2017-11-28/15:05:56 2017-11-28/15:05:47     6.05     5.22    10.24    10.96   1.34297    0.825    0.721     9.54    30.74   373     0    35    0    4    0   32  134    7    0    0    0    0    0    0    0    0    0    0    0    0
2017-11-29/05:59:50 2017-11-29/06:01:09 2017-11-29/06:00:32     5.25     5.22     7.94     8.43   0.67512    0.032    0.492     0.58    26.69   361     0     0    0    0    0   17   15    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-02/06:50:56 2017-12-02/06:52:03 2017-12-02/06:51:30     5.57     5.54     8.13     8.57   0.63659    0.026    0.438     0.13    29.82   361     0    19    0    0    0   18    3    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-03/00:16:13 2017-12-03/00:17:46 2017-12-03/00:16:59     5.01     4.74     7.58     6.86   0.95939    0.271    0.723     0.29    30.02   285     0    15    0    0    0   10   27   56    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-03/09:45:02 2017-12-03/09:46:03 2017-12-03/09:45:34     5.66     5.66     7.90     8.35   0.66668   -0.007    0.450     0.52    28.38   290     0     0    0    0    0   21    0    3    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-05/07:41:37 2017-12-05/07:42:36 2017-12-05/07:42:10     5.81     5.78     8.31     8.64   0.49633    0.025    0.327     3.07    28.65   361     0     3    0    5    2    7  268   34    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-08/06:57:13 2017-12-08/06:58:31 2017-12-08/06:57:40     5.08     4.78     7.32     8.62   1.70418    0.297    1.307     1.36    29.75   361     0    51    0    2    1   32   19   72    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-09/00:21:57 2017-12-09/00:23:55 2017-12-09/00:23:12     4.24     4.29     6.62     6.96   0.38518   -0.051    0.342     0.32    28.69   217     0     0    0    0    0    3    3    8    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-11/00:56:50 2017-12-11/00:57:57 2017-12-11/00:57:17     5.75     5.74     9.12     9.16   0.06119    0.011    0.040     7.18    30.43   314     0    63    0    0    3    5    5    4    0    0    0    0    0    0    0    0    0    0    0    0
2017-12-12/10:41:56 2017-12-12/10:42:57 2017-12-12/10:42:24     5.60     5.58     7.29     8.22   1.35570    0.028    0.928     0.68    28.78   385     0    91    0   20   23    7   79   56    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-26/18:45:50 2018-02-26/18:47:22 2018-02-26/18:46:22     5.24     4.89     7.25     6.74   0.76661    0.350    0.515     2.88    28.65   373     0     0    1    0    5   23    7   19    0    0    0    0    0    0    0    0    0    0    0    0
2018-02-28/08:43:00 2018-02-28/08:45:36 2018-02-28/08:45:22     3.14     3.93     9.61     9.35   0.82108   -0.787    0.254     0.68    29.30   170     0     0    0    0   11   41   19   14    0    0    0    0    0    0    0    0    0    0    0    0
2018-03-01/11:37:01 2018-03-01/11:39:22 2018-03-01/11:38:38     3.53     3.80     9.01     8.99   0.26744   -0.267    0.016     0.49    29.47   934     0     0    0    0    0   38    9    7    0    0    0    0    0    0    0    0    0    0    0    0
2018-06-26/04:16:42 2018-06-26/04:17:51 2018-06-26/04:17:30     4.81     4.79    23.96     0.04   0.10080    0.021    0.079    48.29    26.19   325     0    27    0    0    0    0    0    0    4    3   12   12   37  188   20   19  212  213  132  265
2018-07-15/10:23:33 2018-07-15/10:24:22 2018-07-15/10:24:08     5.39     5.28    23.76    22.99   1.07360    0.108    0.766     1.81    27.52   277     0     0    0    0    0    0    0    0    0    0    0    0    0    0   25   24   25   15    4    4
2018-08-07/23:22:56 2018-08-07/23:24:03 2018-08-07/23:23:34     5.07     5.08     1.75     2.30   0.72998   -0.011    0.550     0.36    28.96   301  1369    51    0    0    0    0    0    0    0    1    2    1    2    0  194  360  379  229   76   14
2018-08-08/05:45:37 2018-08-08/05:46:26 2018-08-08/05:46:17     5.76     5.59    23.80     0.32   0.79907    0.165    0.527     0.19    27.80   349   849     0    0    0    0    0    0    0    0    0    0    0    0    0    9   10   20   18   11   14
2018-08-08/22:07:33 2018-08-08/22:08:31 2018-08-08/22:07:24     4.76     3.98    22.32    21.62   1.11384    0.784    0.696     4.08    26.57   302     0     0    0    0    0    0    0    0    0    0    0    0    0    0    6    4    5    6    4    4
2018-08-09/09:12:23 2018-08-09/09:12:57 2018-08-09/09:12:29     5.85     5.79    23.95    23.45   0.77090    0.067    0.504     9.19    29.58   361   669   257    0    0    0    0    0    0    1    1    5   21   20   11    8    7   19   57   76   17
2018-08-10/01:03:50 2018-08-10/01:05:34 2018-08-10/01:04:18     4.41     3.92    22.04    21.45   0.80915    0.487    0.594     0.55    24.48   302   537     3    0    0    0    0    0    0    0    0    0    0    0    3   16   17   13    7   21   72
2018-08-10/05:14:08 2018-08-10/05:15:17 2018-08-10/05:14:51     5.33     5.41     1.28     0.57   1.00362   -0.076    0.713     0.26    27.27   361   343     0    0    0    0    0    0    0    0    0    0    0    0    0    5    3   16   16   10    4
2018-08-11/03:57:44 2018-08-11/03:59:40 2018-08-11/03:58:50     4.09     4.20    21.68    22.21   0.57922   -0.107    0.525    34.97    26.64   218   387     0    0    0    0    0    0    0    0    0    0    0    0    0   22   13   20   12   10   15
2018-08-11/06:33:52 2018-08-11/06:34:26 2018-08-11/06:34:22     5.82     5.81    23.96     0.11   0.23636    0.018    0.155     1.33    26.53   289   914    47    0    0    0    0    0    0    3    2    3    3    9   13   10   10   83   94   43   10
2018-08-11/17:34:42 2018-08-11/17:35:41 2018-08-11/17:35:11     5.57     5.62     1.34     1.08   0.38251   -0.050    0.259     0.42    26.99   540   342   206    0    0    0    0    0    0    1    1    3    9   34   30    4   26  162  213   71   41
2018-08-12/08:25:47 2018-08-12/08:26:46 2018-08-12/08:26:13     5.42     5.40    22.99    23.40   0.58856    0.024    0.415    47.00    23.50   432   651     0    0    0    0    0    0    0    0    0    0    0    0    0   17   32   36   20   12   15
2018-08-13/01:52:57 2018-08-13/01:53:36 2018-08-13/01:52:56     4.83     4.17    22.37    21.52   1.19602    0.658    0.852     6.89    25.80   325   323     0    0    0    0    0    0    0    0    0    0    0    0    0   27   25   16    7    6   12
2018-08-13/04:26:47 2018-08-13/04:27:12 2018-08-13/04:27:19     5.81     5.49     0.31     1.02   1.08949    0.325    0.704     0.45    29.20   363  2896   158    0    0    0    0    0    0    0    0    3   11   10    5   17   16   67  268  122   28
2018-08-13/19:11:57 2018-08-13/19:12:56 2018-08-13/19:11:55     4.12     4.39    21.38    22.21   0.96949   -0.275    0.836     4.24    25.87   206   297     0    0    0    0    0    0    0    0    0    0    0    0    1   46   38   36   29   43   89
2018-08-14/00:59:44 2018-08-14/01:01:40 2018-08-14/01:00:33     4.10     4.21     2.41     2.08   0.37070   -0.107    0.326     0.16    28.22   254  7078    19    0    0    0    0    0    0    0    0    0    0    3    3   16   16   23   37   55   39
2018-08-17/16:33:33 2018-08-17/16:34:17 2018-08-17/16:33:41     6.35     5.93    23.81    22.83   1.63661    0.419    0.987     6.63    27.06   719  5767     0    0    0    0    0    0    0    0    0    0    0    0    0   97   69   30   15   11   14
2018-08-17/19:11:13 2018-08-17/19:12:41 2018-08-17/19:11:51     4.67     4.75     1.88     1.50   0.47374   -0.074    0.380     1.49    29.54   514     0     0    0    0    0    0    0    0    0    0    0    0    0    1   52   73   67   31   16   29
2018-08-18/11:01:42 2018-08-18/11:02:07 2018-08-18/11:02:01     5.94     5.91     0.03    23.60   0.67030    0.030    0.432     7.47    28.74   409     0   158    0    0    0    0    0    0    2    2   18   18   10   28   37   82  424  395   86   14
2018-09-20/21:56:03 2018-09-20/21:57:26 2018-09-20/21:56:47     4.56     5.37    20.76    21.34   1.10246   -0.805    0.581     3.66    26.03   564  3311     0    0    0    0    0    0    0    0    0    0    0    0    0   15   11    7    7    6    5
2018-09-21/11:35:28 2018-09-21/11:36:41 2018-09-21/11:36:02     4.86     4.86     0.31     0.40   0.11252    0.003    0.088     3.36    25.06   373     0     0    0    0    0    0    0    0    0    0    0    0    0    0   50   25   21   19   15    8
2018-09-22/14:28:33 2018-09-22/14:29:12 2018-09-22/14:59:23     4.67     4.63     0.50     0.13   0.45330    0.042    0.371    59.81    29.63   242     0    63    0    0    0    0    0    0   13    5   23   25   30   32   14  139  804  821  589  172
2018-09-22/14:59:02 2018-09-22/14:59:51 2018-09-22/14:59:23     4.67     4.63     0.50     0.13   0.45330    0.042    0.371    59.81    27.22   194     0    55    0    0    0    0    0    0    1    2   23   25   30   32   15  114  804  821  589  172
2018-09-22/21:23:57 2018-09-22/21:24:41 2018-09-22/21:23:24     5.84     5.42    22.47    22.02   0.78648    0.420    0.452    49.01    26.55   433  2691    95    0    0    0    0    0    0    4    6    7   20   19   23   17   21  189  426  183   28
2018-10-01/03:14:42 2018-10-01/03:15:17 2018-10-01/03:14:50     5.39     5.67    21.25    22.12   1.28363   -0.279    0.868    14.46    23.77   410     0     0    0    0    0    0    0    0    0    0    0    0    0    0   28   49   75  134  213  477
2018-10-04/16:32:56 2018-10-04/16:34:03 2018-10-04/16:33:32     4.75     4.76    23.99     0.07   0.10246   -0.011    0.082    52.34    26.52   111     0     0    0    0    0    0    0    0    0    0    0    0    0    0    8    7   20   21   16   12
2018-10-05/11:04:03 2018-10-05/11:05:36 2018-10-05/11:04:47     4.26     4.24     0.43     0.73   0.34051    0.024    0.305     4.30    26.55   254     0     0    0    0    0    0    0    0    0    0    0    0    0    0    6    8   20   19   15    9
2018-10-07/07:55:56 2018-10-07/07:57:09 2018-10-07/07:56:30     4.86     4.85    23.91     0.37   0.58171    0.003    0.458    53.31    27.14   326     0     0    0    0    0    0    0    0    0    0    0    0    0    0  547  852  849 1959 2522 2227
2018-10-07/17:19:42 2018-10-07/17:20:51 2018-10-07/17:20:12     4.32     4.27     0.28     0.01   0.30374    0.047    0.267    38.56    27.26    75     0    35    0    0    0    0    0    0    4    3    8   13   33  171   50   38  279  284  345  225
2018-10-08/11:51:13 2018-10-08/11:53:15 2018-10-08/11:51:36     3.75     4.22     0.84     0.80   0.47132   -0.470    0.035    13.97    27.48   218     0    11    0    0    0    0    0    0    0    1    2    7   33   88   16   17   26   22  203  185
2018-10-09/02:42:23 2018-10-09/02:43:02 2018-10-09/02:42:33     5.99     5.99    21.96    21.94   0.02246    0.005    0.014    50.75    24.56   146     0     0    0    0    0    0    0    0    0    0    1    9    3    0    3    4    4   12    6    3
2018-10-10/18:06:13 2018-10-10/18:07:57 2018-10-10/18:06:59     3.81     3.63     0.67    23.95   0.71929    0.180    0.716    43.09    25.83   241     0   119    0    0    0    0    0    0    1    2    1   15   24   61   18   19   20   33  116  125
2018-12-21/22:49:44 2018-12-21/22:51:52 2018-12-21/22:49:51     5.17     6.02    17.61    17.05   1.17000   -0.843    0.556     2.39    23.00   301   805     0    0    0    0    0    0    0    0    0    0    0    0    0   20   13    9    3    1    3
2018-12-29/20:39:50 2018-12-29/20:41:34 2018-12-29/20:40:03     4.85     5.38    17.03    16.11   1.33333   -0.527    0.919     9.35    25.10   444  2324     0    0    0    0    0    0    0    0    0    0    0    0    0   82  118  106   33    6    3
2019-01-06/01:08:13 2019-01-06/01:10:22 2019-01-06/01:08:11     5.31     5.99    17.22    16.44   1.33703   -0.681    0.781    14.94    26.24   361  5189     0    0    0    0    0    0    0    0    0    0    0    0    0   64   59   36   25    6    3
2019-01-06/18:30:23 2019-01-06/18:30:57 2019-01-06/18:30:53     4.42     4.59    16.42    15.04   1.63270   -0.173    1.385     3.82    31.51   349  5036     3    0    0    0    0    0    0    1    0    0    0    0    0   27   43   32   18   10    4
2019-01-24/02:37:25 2019-01-24/02:39:52 2019-01-24/02:38:28     4.35     3.55    15.85    15.37   0.93870    0.803    0.473     6.18    29.05   277  1936     0    0    0    0    0    0    0    0    0    0    0    0    0   82  110   81   57   19    5
2019-01-24/02:36:25 2019-01-24/02:38:40 2019-01-24/02:38:28     4.35     3.55    15.85    15.37   0.93870    0.803    0.473     6.18    29.05   277  1871     0    0    0    0    0    0    0    0    0    0    0    0    0   82  110   81   57   19    4
2019-01-24/21:29:37 2019-01-24/21:30:56 2019-01-24/21:30:15     5.72     5.81    16.61    16.48   0.21946   -0.092    0.132    54.92    29.34   767  7042     0    0    0    0    0    0    0    0    0    0    0    0    0   30   29   21    9    2    4
2019-01-24/23:04:37 2019-01-24/23:05:41 2019-01-24/23:04:57     6.54     7.00    17.73    17.20   1.04158   -0.453    0.530    56.54    28.76   624  6821     0    0    0    0    0    0    0    0    0    0    0    0    0   75   47   15    2    1    3
2019-01-25/13:54:00 2019-01-25/13:57:09 2019-01-25/13:56:10     3.03     3.27    14.35    14.07   0.33699   -0.241    0.286    63.04    31.44   218     0     0    0    0    0    0    0    0    0    0    0    0    0    0  136  164   94   24   16   21
2019-01-26/20:55:52 2019-01-26/20:56:22 2019-01-26/20:55:51     6.34     7.49    18.09    17.16   2.03606   -1.156    0.931     9.57    24.16     3  7128     0    0    0    0    0    0    0    0    0    0    0    0    0   90   77   47   13    3    7
2019-01-27/03:22:37 2019-01-27/03:24:28 2019-01-27/03:23:13     4.90     5.08    16.25    15.72   0.70808   -0.179    0.525    48.07    23.98   277  3119    91    0    0    0    0    0    0    0    0    0    0    3    2   61   41   25   13   22   12
2019-02-01/01:58:03 2019-02-01/01:59:46 2019-02-01/01:58:35     5.96     6.28    16.97    16.57   0.71659   -0.329    0.398     5.63    25.40   314  6124     0    0    0    0    0    0    0    0    0    0    0    0    0   57   55   53   33    6    6
2019-02-01/19:18:44 2019-02-01/19:20:09 2019-02-01/19:19:17     5.72     5.99    16.41    15.77   1.01970   -0.275    0.641    23.97    26.32   265  5140     0    0    0    0    0    0    0    0    0    0    0    0    0  115  110   37    9    1    3
2019-02-02/03:20:01 2019-02-02/03:22:09 2019-02-02/03:20:50     4.23     4.24    15.42    15.60   0.19700   -0.007    0.177    52.34    28.53   206  1314     3    0    0    0    0    0    0    0    0    0    0    0    1   54  123  106   45   16    9
2019-02-03/06:15:31 2019-02-03/06:17:40 2019-02-03/06:16:20     3.97     3.98    15.15    15.06   0.08832   -0.010    0.084    59.29    28.51   277     0     0    0    0    0    0    0    0    1    0    0    0    0    0   50   86   53   20    6    7
2019-02-04/20:04:08 2019-02-04/20:05:26 2019-02-04/20:04:40     6.12     6.38    16.66    16.24   0.73504   -0.263    0.420     5.47    22.91   719  6933     0    0    0    0    0    0    0    0    0    0    0    0    0   13   15   16    5    1    3
2019-02-05/04:05:56 2019-02-05/04:07:46 2019-02-05/04:06:39     4.81     4.88    15.85    15.66   0.25065   -0.070    0.190    57.67    28.54   325  3501    23    0    0    0    0    0    0    0    0    0    0    1    1   36   45   36   12    3    4
